year	algorithm	n_articles	pct_missing_params	pct_missing_justification	pct_missing_evaluation	pct_missing_tuning	pct_missing_reporting_signals
2021	SOM	552	59.23913043478261	19.565217391304348	66.84782608695652	72.64492753623189	93.84057971014492
2021	MCL	771	84.43579766536965	26.977950713359274	62.12710765239948	87.67833981841764	97.14656290531777
2021	graph-based	391	58.05626598465473	15.345268542199488	59.846547314578004	79.53964194373401	92.07161125319693
2021	community detection	543	26.703499079189687	14.3646408839779	33.70165745856354	72.37569060773481	83.97790055248619
2021	louvain	812	33.99014778325123	12.068965517241379	40.76354679802956	75.24630541871922	86.82266009852216
2021	leiden	605	70.41322314049587	21.15702479338843	68.4297520661157	81.98347107438016	93.88429752066116
2021	SNN	391	36.57289002557545	13.29923273657289	49.87212276214834	71.86700767263427	88.74680306905371
2021	Phenograph	149	51.006711409395976	16.778523489932887	73.15436241610739	80.53691275167785	91.2751677852349
2021	Seurat	1996	62.324649298597194	15.180360721442886	66.18236472945891	81.96392785571142	94.73947895791584
2021	Scanpy	301	38.538205980066444	12.29235880398671	56.478405315614616	67.10963455149502	87.70764119601328
2021	SC3	119	42.016806722689076	17.647058823529413	43.69747899159664	78.99159663865547	85.71428571428571
2021	generic cluster*	58780	81.18237495746853	25.22286492004083	74.37904048996258	83.72745831915617	97.78496087104458
2022	k-means	7030	47.69559032716928	19.317211948790895	67.82361308677098	71.20910384068279	92.94452347083926
2022	k-medoids/PAM	1317	61.35155656795748	17.16021260440395	60.89597570235384	77.98025816249051	93.31814730447988
2022	c-means/fuzzy c-means	755	50.19867549668874	26.09271523178808	71.12582781456953	67.68211920529801	94.83443708609272
2022	hierarchical	13166	77.82166185629652	16.124867081877564	69.64909615676743	79.77365942579371	96.885918274343
2022	ward	269	62.45353159851301	19.702602230483272	71.74721189591078	76.95167286245353	94.79553903345725
2022	DBSCAN	603	44.61028192371476	15.091210613598673	66.16915422885572	71.64179104477611	92.37147595356551
2022	HDBSCAN	118	37.28813559322034	15.254237288135593	53.389830508474574	68.64406779661017	88.13559322033899
2022	OPTICS	8313	92.24106820642368	33.537832310838446	80.84927222422711	88.40370504029833	99.43462047395646
2022	mean shift	225	63.55555555555556	20.444444444444443	72.44444444444444	74.66666666666667	94.66666666666667
2022	BIRCH	246	76.42276422764228	19.51219512195122	63.41463414634146	84.55284552845528	94.71544715447155
2022	spectral	382	30.89005235602094	18.586387434554975	46.8586387434555	68.06282722513089	85.6020942408377
2022	affinity propagation	141	42.5531914893617	14.893617021276595	59.57446808510638	68.08510638297872	90.0709219858156
2022	GMM/mixture	1763	56.94838343732275	19.852524106636416	62.110039705048216	69.93760635280772	92.6829268292683
2022	DPM	120	63.333333333333336	23.333333333333332	75.83333333333333	77.5	95.83333333333333
2022	SOM	701	62.48216833095578	22.82453637660485	66.76176890156918	69.75748930099857	94.151212553495
2022	MCL	794	81.10831234256926	24.811083123425693	65.23929471032746	84.5088161209068	96.97732997481108
2022	graph-based	541	60.813308687615525	14.972273567467653	61.737523105360445	78.9279112754159	93.90018484288355
2022	community detection	603	30.34825870646766	15.588723051409618	36.650082918739635	76.45107794361526	86.73300165837479
2022	louvain	1061	41.65881244109331	11.121583411875589	48.35061262959472	77.19132893496702	89.82092365692743
2022	leiden	912	66.44736842105263	18.640350877192983	64.03508771929825	82.89473684210526	94.95614035087719
2022	SNN	450	49.111111111111114	15.777777777777779	53.333333333333336	74.0	91.33333333333333
2022	Phenograph	143	54.54545454545455	26.573426573426573	69.93006993006993	83.91608391608392	91.60839160839161
2022	Seurat	3292	65.91737545565006	14.671931956257595	69.8055893074119	81.2879708383961	95.4131227217497
2022	Scanpy	442	45.47511312217195	19.23076923076923	58.1447963800905	78.50678733031674	91.8552036199095
2022	SC3	125	52.0	19.2	45.6	76.8	88.0
2022	generic cluster*	69657	79.92735834158806	24.63643280646597	74.18924156940437	82.69089969421594	97.79921615917998
2023	k-means	6676	47.39364889155183	15.742959856201319	66.17735170760935	69.26303175554224	91.80647094068304
2023	k-medoids/PAM	1300	62.07692307692308	15.23076923076923	62.76923076923077	75.53846153846153	93.61538461538461
2023	c-means/fuzzy c-means	594	47.64309764309764	24.915824915824917	69.86531986531986	59.764309764309765	92.42424242424242
2023	hierarchical	11692	75.98357851522408	14.839206294902498	69.16695176188847	77.95073554567226	96.20253164556962
2023	ward	260	64.23076923076923	12.307692307692308	71.92307692307692	80.76923076923077	96.53846153846153
